imageName,bbox,X1,Y1,X2,Y2,image_width,image_height
img_23,###,885,509,961,518,1280,720
img_23,###,806,229,899,263,1280,720
img_23,###,539,169,567,184,1280,720
img_23,###,504,185,536,203,1280,720
img_23,###,504,194,542,213,1280,720
img_24,###,217,300,294,358,1280,720
img_24,NUS,175,378,212,401,1280,720
img_24,NUS,597,356,684,436,1280,720
img_24,Faculty,695,350,745,393,1280,720
img_24,Engine,701,367,777,422,1280,720
img_24,Internal,212,365,269,391,1280,720
img_24,Shuttle,268,354,313,377,1280,720
img_24,Bus,314,348,337,365,1280,720
img_24,###,608,425,645,455,1280,720
img_24,###,644,410,682,436,1280,720
img_24,###,611,453,623,471,1280,720
img_24,###,622,434,665,467,1280,720
img_24,###,163,205,246,228,1280,720
img_24,###,187,217,268,236,1280,720
img_24,###,968,181,1002,210,1280,720
img_24,###,954,136,974,157,1280,720
img_24,###,946,155,986,185,1280,720
img_24,###,943,191,966,209,1280,720
img_24,###,977,209,993,233,1280,720
img_24,###,993,204,1003,230,1280,720
img_25,MRT,384,307,405,323,1280,720
img_25,Kent,354,330,380,351,1280,720
img_25,Ridge,379,329,406,351,1280,720
img_26,ONE,507,166,569,197,1280,720
img_26,LEVEL,507,187,592,223,1280,720
img_26,DOWN,505,215,593,246,1280,720
img_26,###,518,31,598,67,1280,720
img_27,LOVE,12,4,106,39,1280,720
img_27,###,157,166,302,181,1280,720
img_27,###,157,179,250,189,1280,720
img_27,###,161,194,320,211,1280,720
img_27,###,0,179,126,195,1280,720
img_27,###,11,203,132,220,1280,720
img_27,###,1185,15,1276,28,1280,720
img_28,###,366,0,462,81,1280,720
img_28,SMRT,432,1,862,106,1280,720
img_28,###,12,82,209,111,1280,720
img_29,Straits,185,39,403,141,1280,720
img_29,Optical,403,84,573,181,1280,720
img_29,###,1093,178,1174,216,1280,720
img_29,###,1167,182,1218,209,1280,720
img_29,###,0,12,155,119,1280,720
img_29,###,430,249,486,268,1280,720
img_29,###,449,266,472,281,1280,720
img_29,###,433,281,488,293,1280,720
img_30,Phoon,711,190,832,236,1280,720
img_30,Huat,837,170,944,218,1280,720
img_30,Since,798,223,828,238,1280,720
img_30,!947,828,219,856,234,1280,720
img_30,Baking,762,241,810,262,1280,720
img_30,Made,811,236,850,253,1280,720
img_30,Easy,852,232,886,249,1280,720
img_30,BAKING,736,279,825,306,1280,720
img_30,MADE,831,270,898,296,1280,720
img_30,EASY,904,262,969,287,1280,720
img_31,MARIGOLD,737,102,884,156,1280,720
img_31,###,684,124,727,156,1280,720
img_31,###,774,502,825,543,1280,720
img_31,###,902,554,948,589,1280,720
img_32,City,1024,114,1060,140,1280,720
img_32,Singapura,879,120,964,153,1280,720
img_32,Ngee,556,144,625,181,1280,720
img_32,Ann,621,141,671,169,1280,720
img_32,City,673,138,721,170,1280,720
img_32,ION,343,158,417,192,1280,720
img_32,Orchard,418,150,537,186,1280,720
img_32,Paragon,735,131,820,165,1280,720
img_32,Plaze,832,125,880,151,1280,720
img_32,Raffles,972,116,1026,142,1280,720
img_32,Suntec,1065,108,1117,134,1280,720
img_32,City,1112,106,1146,132,1280,720
img_32,TANGS,1149,104,1197,125,1280,720
img_32,###,1194,101,1245,122,1280,720
img_32,197,749,202,802,247,1280,720
img_32,Occitane,1000,343,1219,462,1280,720
img_32,###,1032,451,1065,485,1280,720
img_32,PROVENCE,1071,416,1184,469,1280,720
img_32,###,795,201,829,219,1280,720
img_32,###,826,198,858,216,1280,720
img_32,###,856,194,891,212,1280,720
img_32,VICTORIA,798,216,842,238,1280,720
img_32,###,840,214,854,231,1280,720
img_32,###,1247,101,1278,117,1280,720
img_33,###,375,235,402,249,1280,720
img_33,SMOKING,405,228,478,246,1280,720
img_34,EARTH,960,350,1012,366,1280,720
img_34,TRAIL,1010,351,1056,371,1280,720
img_34,###,228,595,270,629,1280,720
img_34,###,946,440,1061,532,1280,720
img_34,###,945,422,1068,451,1280,720
img_34,###,942,411,970,417,1280,720
img_34,###,972,415,1001,421,1280,720
img_34,###,1003,418,1029,427,1280,720
img_34,###,1033,422,1064,427,1280,720
img_34,###,974,303,1077,334,1280,720
img_34,###,1022,157,1055,168,1280,720
img_34,###,1028,141,1038,150,1280,720
img_34,###,1,442,136,544,1280,720
img_35,HENDERSON,860,180,1182,385,1280,720
img_35,WAVES,1153,154,1255,234,1280,720
img_36,Bus,896,116,932,138,1280,720
img_36,Interchange,895,133,995,165,1280,720
img_37,Shop,106,217,213,279,1280,720
img_37,Dine,233,212,309,259,1280,720
img_37,SMRT,194,255,303,311,1280,720
img_37,###,991,428,1032,439,1280,720
img_37,###,820,210,850,232,1280,720
img_37,ice,979,186,1016,210,1280,720
img_37,###,128,173,155,189,1280,720
img_38,HAS,826,372,880,423,1280,720
img_38,YOUR,882,387,972,450,1280,720
img_38,LOVED,972,410,1112,489,1280,720
img_38,BEEN,873,427,957,496,1280,720
img_38,ONE,1115,448,1242,529,1280,720
img_38,###,959,455,1242,594,1280,720
img_38,###,735,252,915,281,1280,720
img_39,times,432,61,475,81,1280,720
img_39,minute;,483,64,538,86,1280,720
img_39,know,461,15,498,34,1280,720
img_39,that,496,18,527,37,1280,720
img_39,the,523,21,545,38,1280,720
img_39,you,436,14,463,34,1280,720
img_39,average,401,35,455,56,1280,720
img_39,heart,486,40,522,57,1280,720
img_39,###,415,9,438,29,1280,720
img_39,adult,453,37,489,55,1280,720
img_39,beats,517,41,554,60,1280,720
img_39,###,472,67,485,82,1280,720
img_39,###,411,61,433,79,1280,720
img_39,100,399,85,460,106,1280,720
img_39,times,458,86,499,104,1280,720
img_39,day;,507,88,538,109,1280,720
img_39,###,498,90,510,103,1280,720
img_39,36,379,107,464,130,1280,720
img_39,times,462,108,503,126,1280,720
img_39,###,501,112,512,126,1280,720
img_39,yea,510,112,539,126,1280,720
img_39,Seating,504,304,556,330,1280,720
img_39,HUMAN,815,59,886,88,1280,720
img_39,BDT,878,66,928,92,1280,720
img_39,EXPIRIENCE,808,83,915,114,1280,720
img_39,###,431,322,457,344,1280,720
img_39,###,487,312,501,334,1280,720
img_39,#ilovesciencecentre,398,135,516,153,1280,720
img_39,###,806,113,906,124,1280,720
img_39,###,808,132,836,145,1280,720
img_39,###,833,132,857,143,1280,720
img_39,###,853,133,886,146,1280,720
img_39,###,810,146,871,158,1280,720
img_40,Shop,73,335,238,434,1280,720
img_40,Dine,260,324,359,394,1280,720
img_40,SMRT,202,386,354,476,1280,720
img_40,###,227,328,272,397,1280,720
img_40,###,393,373,500,404,1280,720
img_40,###,403,406,444,421,1280,720
img_40,###,447,406,498,419,1280,720
img_40,###,929,261,987,293,1280,720
img_40,###,373,314,427,343,1280,720
img_41,EW15,532,133,562,146,1280,720
img_41,Tanjong,564,129,617,146,1280,720
img_41,Pagar,618,126,657,143,1280,720
img_41,CAUTION,153,144,210,165,1280,720
img_42,###,761,407,868,464,1280,720
img_42,SERC,634,62,738,174,1280,720
img_42,Services,642,187,745,265,1280,720
img_42,###,627,0,728,86,1280,720
img_42,###,346,216,427,291,1280,720
img_42,Shared,638,127,741,217,1280,720
img_42,###,941,410,978,447,1280,720
img_42,###,982,412,1006,430,1280,720
img_42,###,185,325,207,341,1280,720
img_42,###,678,257,738,300,1280,720
img_42,###,707,388,749,425,1280,720
img_43,###,696,4,734,15,1280,720
img_43,SYDNEY,673,96,727,114,1280,720
img_43,STIRLING,761,54,831,75,1280,720
img_43,Southampton,643,35,739,65,1280,720
img_43,WARWICK,770,0,868,24,1280,720
img_43,Reserved,946,454,1061,489,1280,720
img_43,Seating,1056,463,1147,500,1280,720
img_43,simge.edu.sg,1,50,124,86,1280,720
img_43,UNIVERSITY,552,91,609,108,1280,720
img_43,###,755,96,817,113,1280,720
img_43,###,755,105,817,119,1280,720
img_43,###,921,5,990,23,1280,720
img_43,###,918,16,989,33,1280,720
img_43,###,545,19,583,31,1280,720
img_43,###,547,26,582,38,1280,720
img_43,###,541,34,591,44,1280,720
img_43,###,594,39,619,49,1280,720
img_43,###,545,41,586,51,1280,720
img_43,RMIT,553,72,612,98,1280,720
img_43,###,592,46,614,54,1280,720
img_43,UNIVERSITY,765,44,823,60,1280,720
img_43,###,879,124,950,136,1280,720
img_43,###,977,404,994,413,1280,720
img_43,###,965,411,1004,422,1280,720
img_43,###,960,419,1004,430,1280,720
img_43,###,1023,408,1062,421,1280,720
img_43,###,1020,416,1064,429,1280,720
img_43,###,1018,424,1061,437,1280,720
img_43,###,1077,414,1122,427,1280,720
img_43,###,1081,425,1116,433,1280,720
img_43,###,1076,432,1118,444,1280,720
img_43,###,677,90,728,101,1280,720
img_43,###,898,106,936,127,1280,720
img_43,###,916,63,941,75,1280,720
img_43,###,864,128,956,145,1280,720
img_43,###,787,118,814,127,1280,720
img_43,###,648,130,962,170,1280,720
img_43,###,190,0,367,25,1280,720
img_44,###,99,181,175,230,1280,720
img_45,###,265,4,385,142,1280,720
img_46,NANYANG,1063,391,1215,432,1280,720
img_46,UNIVERSITY,1064,432,1216,473,1280,720
img_46,TECHNOLOGICAL,1066,420,1216,447,1280,720
img_46,###,816,293,872,302,1280,720
img_46,###,609,446,672,464,1280,720
img_46,###,620,467,659,478,1280,720
img_47,Lift,318,94,353,148,1280,720
img_47,###,356,91,383,139,1280,720
img_47,MRT,324,148,374,199,1280,720
img_47,###,321,241,374,256,1280,720
img_47,###,314,268,332,288,1280,720
img_47,###,334,266,364,289,1280,720
img_48,###,739,483,767,501,1280,720
img_48,###,768,489,809,503,1280,720
img_48,lower,741,504,790,521,1280,720
img_48,calorie,789,504,850,524,1280,720
img_48,meals,740,520,796,538,1280,720
img_48,###,745,658,774,677,1280,720
img_48,serve,773,665,818,684,1280,720
img_48,whole-grain,747,676,846,710,1280,720
img_48,optons,749,693,808,716,1280,720
img_49,Ave,814,30,840,50,1280,720
img_49,Ayer,730,20,765,44,1280,720
img_49,###,186,372,234,469,1280,720
img_49,THE,240,335,284,424,1280,720
img_49,ROAD,287,300,338,383,1280,720
img_49,SAFETY,191,204,347,384,1280,720
img_49,###,202,64,276,112,1280,720
img_49,CHILDREN'S,196,114,383,243,1280,720
img_49,###,273,72,306,110,1280,720
img_49,Rajah,769,23,810,48,1280,720
img_49,Ave,849,0,876,19,1280,720
img_49,###,1093,159,1154,195,1280,720
img_49,###,1015,2,1266,50,1280,720
img_49,###,1052,112,1101,134,1280,720
img_49,###,1110,75,1175,117,1280,720
img_49,###,730,0,846,22,1280,720
img_49,###,170,535,235,641,1280,720
img_49,###,1170,117,1199,139,1280,720
img_50,CC23,52,137,97,153,1280,720
img_50,one-north,106,138,217,162,1280,720
img_51,###,468,250,488,285,1280,720
img_51,###,827,404,851,424,1280,720
img_51,###,839,262,922,361,1280,720
img_51,Have,502,250,531,261,1280,720
img_51,###,531,250,540,260,1280,720
img_51,feedback,540,245,586,257,1280,720
img_51,###,585,241,631,256,1280,720
img_51,the,630,239,649,251,1280,720
img_51,NUS,503,263,528,276,1280,720
img_51,internal,527,260,571,275,1280,720
img_51,Shuttle,569,258,605,271,1280,720
img_51,Bus,603,255,625,268,1280,720
img_51,Service,623,254,657,266,1280,720
img_51,###,655,253,663,264,1280,720
img_51,Share,460,290,489,303,1280,720
img_51,###,490,288,498,299,1280,720
img_51,with,499,287,521,299,1280,720
img_51,###,521,288,534,296,1280,720
img_51,###,534,287,546,296,1280,720
img_51,###,546,276,648,294,1280,720
img_51,###,649,276,657,285,1280,720
img_51,###,659,270,702,282,1280,720
img_51,###,674,473,696,486,1280,720
img_51,###,696,471,706,481,1280,720
img_51,###,706,471,717,479,1280,720
img_51,###,717,467,735,479,1280,720
img_51,###,675,485,692,497,1280,720
img_51,###,691,484,700,492,1280,720
img_51,###,701,481,720,491,1280,720
img_51,###,720,478,729,487,1280,720
img_51,###,729,475,742,485,1280,720
img_51,###,676,496,685,507,1280,720
img_51,###,685,496,698,505,1280,720
img_51,###,699,492,720,503,1280,720
img_51,###,261,415,314,457,1280,720
img_52,HarbouFront,642,312,755,355,1280,720
img_52,###,911,339,946,362,1280,720
img_52,Lift,617,676,660,706,1280,720
img_52,###,1,390,109,433,1280,720
img_52,###,492,286,524,307,1280,720
img_52,###,523,278,560,304,1280,720
img_52,###,621,335,644,347,1280,720
img_52,###,624,344,641,354,1280,720
img_52,###,648,347,697,367,1280,720
img_52,###,742,370,770,385,1280,720
img_53,EXIT,358,214,393,235,1280,720
img_53,###,617,185,770,225,1280,720
img_53,###,697,210,824,238,1280,720
img_53,###,995,180,1028,206,1280,720
img_53,###,82,161,160,201,1280,720
img_54,###,684,154,701,181,1280,720
img_54,Circle,572,97,625,125,1280,720
img_54,###,481,113,508,143,1280,720
img_54,Dhoby,516,118,600,168,1280,720
img_54,Ghaut,605,135,673,174,1280,720
img_54,Line,630,110,668,137,1280,720
img_54,###,682,193,707,219,1280,720
img_54,###,504,161,533,190,1280,720
img_54,Marina,542,166,627,204,1280,720
img_54,Bay,635,182,675,218,1280,720
img_54,Platform,251,227,359,259,1280,720
img_54,###,366,241,381,260,1280,720
img_54,###,849,286,860,305,1280,720
img_54,Transfer,403,137,461,159,1280,720
img_54,###,464,148,478,162,1280,720
img_54,Promenade,422,153,494,179,1280,720
img_54,###,426,168,476,185,1280,720
img_54,###,478,177,486,188,1280,720
img_54,###,538,676,575,700,1280,720
img_54,###,638,656,669,678,1280,720
img_54,###,1122,231,1192,261,1280,720
img_54,###,1128,263,1165,284,1280,720
img_55,Reserved,505,223,580,243,1280,720
img_55,Seating,515,243,577,265,1280,720
img_56,East,337,117,399,165,1280,720
img_56,West,403,97,479,147,1280,720
img_56,Line,487,75,561,132,1280,720
img_56,Way,328,242,433,325,1280,720
img_56,out,439,228,539,303,1280,720
img_57,Koon,512,71,569,95,1280,720
img_57,###,413,105,428,127,1280,720
img_57,Line,545,42,584,63,1280,720
img_57,###,411,73,425,92,1280,720
img_57,###,439,71,463,93,1280,720
img_57,West,495,41,542,62,1280,720
img_57,Joo,467,70,509,98,1280,720
img_57,East,449,39,492,60,1280,720
img_57,###,439,104,465,126,1280,720
img_57,Pasir,472,103,527,126,1280,720
img_57,Ris,532,103,563,126,1280,720
img_57,###,416,138,429,158,1280,720
img_57,###,441,134,467,158,1280,720
img_57,Changi,472,132,548,161,1280,720
img_57,Airport,553,133,630,161,1280,720
img_58,LEADERSHIP,931,348,1052,426,1280,720
img_58,THROUGH,913,417,1016,487,1280,720
img_58,###,1009,382,1087,442,1280,720
img_59,LEARNING,559,218,763,255,1280,720
img_59,FOR,577,187,663,221,1280,720
img_59,UNIVERSITY,404,121,622,157,1280,720
img_59,HAS,407,155,484,188,1280,720
img_59,SMALLER,486,155,669,188,1280,720
img_59,GREAT,434,88,558,124,1280,720
img_59,CLASSES,412,186,572,220,1280,720
img_59,###,397,91,431,125,1280,720
img_59,BETTER,418,218,554,251,1280,720
img_59,SUTD,421,255,468,271,1280,720
img_59,ADMISSIONS,617,304,726,321,1280,720
img_59,CAREER,619,321,694,336,1280,720
img_59,TALK,696,320,746,334,1280,720
img_59,###,624,339,634,353,1280,720
img_59,Dec,639,339,673,353,1280,720
img_59,7-9pm,688,336,746,355,1280,720
img_59,has,471,257,500,272,1280,720
img_59,###,502,259,525,273,1280,720
img_59,11:1,525,257,554,274,1280,720
img_59,student,558,261,623,275,1280,720
img_59,###,624,260,646,276,1280,720
img_59,faculty,649,261,714,282,1280,720
img_59,ratio.,716,264,769,281,1280,720
img_59,###,485,700,570,718,1280,720
img_59,###,658,696,780,719,1280,720
img_59,###,729,544,775,556,1280,720
img_59,###,591,517,634,529,1280,720
img_59,###,459,494,501,511,1280,720
img_59,###,369,255,387,263,1280,720
img_59,###,369,270,389,279,1280,720
img_59,###,371,286,390,296,1280,720
img_59,###,374,303,393,309,1280,720
img_59,###,346,282,361,287,1280,720
img_59,###,0,244,37,261,1280,720
img_59,###,89,247,131,267,1280,720
img_59,###,729,303,743,317,1280,720
img_59,###,624,356,646,362,1280,720
img_59,###,647,356,668,361,1280,720
img_59,###,670,355,697,360,1280,720
img_59,###,677,337,684,353,1280,720
img_59,###,698,356,721,360,1280,720
img_59,###,722,355,750,361,1280,720
img_59,###,628,369,663,378,1280,720
img_59,###,666,369,673,377,1280,720
img_59,###,676,369,752,376,1280,720
img_60,Exit,597,228,669,272,1280,720
img_60,###,736,316,761,328,1280,720
img_60,###,760,319,784,330,1280,720
img_60,Bus,938,278,967,298,1280,720
img_60,###,864,318,895,332,1280,720
img_60,###,670,292,705,305,1280,720
img_60,###,668,307,703,319,1280,720
img_60,###,109,251,171,270,1280,720
img_61,###,425,293,469,315,1280,720
img_61,###,479,289,651,313,1280,720
img_61,Ave,652,287,698,309,1280,720
img_61,West,701,285,759,308,1280,720
img_61,YOU,1044,531,1076,585,1280,720
img_61,CAN,1077,535,1117,595,1280,720
img_61,PAY,1119,539,1160,601,1280,720
img_61,LESS?,1164,542,1253,624,1280,720
img_61,Singapore's,1032,73,1191,223,1280,720
img_61,no.1,1190,19,1278,133,1280,720
img_62,McDonalds,276,278,446,330,1280,720
img_63,the,363,128,411,149,1280,720
img_63,trilina,357,136,532,187,1280,720
img_64,CAUTION,555,82,661,114,1280,720
img_64,Parade,28,51,166,84,1280,720
img_64,###,316,16,357,46,1280,720
img_64,###,318,46,360,73,1280,720
img_64,###,0,0,46,19,1280,720
img_64,###,0,24,48,49,1280,720
img_64,###,71,0,155,19,1280,720
img_64,###,174,0,232,17,1280,720
img_64,###,273,0,352,16,1280,720
img_64,###,214,103,346,120,1280,720
img_65,Circle,624,330,664,347,1280,720
img_65,Line,665,331,694,346,1280,720
img_65,ONE,945,19,975,35,1280,720
img_65,LEVEL,944,33,984,48,1280,720
img_65,DOWN,943,46,983,63,1280,720
